Ticket Number,Date,Application,Description,Incident Description,Steps Taken,Proposed Fix,ErrorNo
TK-00042,2/9/2020,SP_HRM,Error while assigning feature to the employee,SP_HRM Error while assigning feature to the employee,Checked the feature details in employee master data,Resolved by assigning correct feature to the employee,
TK-00043,3/9/2020,SP_HRM,Error while assigning personnel action to the employee,SP_HRM Error while assigning personnel action to the employee,Checked the personnel action details in employee master data,Resolved by assigning correct personnel action to the employee,
TK-00044,3/9/2020,SP_HRM,Error while assigning personnel area group assignment to the employee,SP_HRM Error while assigning personnel area group assignment to the employee,Checked the personnel area group assignment details in employee master data,Resolved by assigning correct personnel area group assignment to the employee,
TK-00045,3/9/2020,SP_HRM,Error while assigning pay scale type group to the employee,SP_HRM Error while assigning pay scale type group to the employee,Checked the pay scale type group details in employee master data,Resolved by assigning correct pay scale type group to the employee,
TK-00046,4/9/2020,SP_HRM,Error while assigning pay scale level group to the employee,SP_HRM Error while assigning pay scale level group to the employee,Checked the pay scale level group details in employee master data,Resolved by assigning correct pay scale level group to the employee,
TK-00047,4/9/2020,SP_HRM,Error while assigning pay scale group group to the employee,SP_HRM Error while assigning pay scale group group to the employee,Checked the pay scale group group details in employee master data,Resolved by assigning correct pay scale group group to the employee,
TK-00048,4/9/2020,SP_HRM,Error while assigning personnel subarea group group to the employee,SP_HRM Error while assigning personnel subarea group group to the employee,Checked the personnel subarea group group details in employee master data,Resolved by assigning correct personnel subarea group group to the employee,ERRHRM0666
TK-00049,5/9/2020,SP_HRM,Error while assigning pay scale area group to the employee,SP_HRM Error while assigning pay scale area group to the employee,Checked the pay scale area group details in employee master data,Resolved by assigning correct pay scale area group to the employee,
TK-00050,5/9/2020,SP_HRM,Error while assigning personnel action type to the employee,SP_HRM Error while assigning personnel action type to the employee,Checked the personnel action type details in employee master data,Resolved by assigning correct personnel action type to the employee,
TK-00051,5/9/2020,SP_HRM,Error while assigning personnel action reason to the employee,SP_HRM Error while assigning personnel action reason to the employee,Checked the personnel action reason details in employee master data,Resolved by assigning correct personnel action reason to the employee,
TK-00052,6/9/2020,SP_HRM,Error while assigning personnel action code to the employee,SP_HRM Error while assigning personnel action code to the employee,Checked the personnel action code details in employee master data,Resolved by assigning correct personnel action code to the employee,
TK-00053,6/9/2020,SP_HRM,Error while assigning employee subgroup group to the employee,SP_HRM Error while assigning employee subgroup group to the employee,Checked the employee subgroup group details in employee master data,Resolved by assigning correct employee subgroup group to the employee,
TK-00054,6/9/2020,SP_HRM,Error while assigning employee group group to the employee,SP_HRM Error while assigning employee group group to the employee,Checked the employee group group details in employee master data,Resolved by assigning correct employee group group to the employee,
TK-00055,7/9/2020,SP_HRM,Error while assigning wage type group group to the employee,SP_HRM Error while assigning wage type group group to the employee,Checked the wage type group group details in employee master data,Resolved by assigning correct wage type group group to the employee,
TK-00056,7/9/2020,SP_HRM,Error while assigning time type group to the employee,SP_HRM Error while assigning time type group to the employee,Checked the time type group details in employee master data,Resolved by assigning correct time type group to the employee,
TK-00057,7/9/2020,SP_HRM,Error while assigning shift group to the employee,SP_HRM Error while assigning shift group to the employee,Checked the shift group details in employee master data,Resolved by assigning correct shift group to the employee,
TK-00058,8/9/2020,SP_HRM,Error while assigning infotype group to the employee,SP_HRM Error while assigning infotype group to the employee,Checked the infotype group details in employee master data,Resolved by assigning correct infotype group to the employee,
TK-00059,8/9/2020,SP_HRM,Error while assigning pay component group to the employee,SP_HRM Error while assigning pay component group to the employee,Checked the pay component group details in employee master data,Resolved by assigning correct pay component group to the employee,
TK-00060,8/9/2020,SP_HRM,Error while assigning feature group to the employee,SP_HRM Error while assigning feature group to the employee,Checked the feature group details in employee master data,Resolved by assigning correct feature group to the employee,
TK-00061,9/9/2020,SP_HRM,Error while assigning number range group to the employee,SP_HRM Error while assigning number range group to the employee,Checked the number range group details in employee master data,Resolved by assigning correct number range group to the employee,
TK-00062,9/9/2020,SP_HRM,Error while assigning work schedule group to the employee,SP_HRM Error while assigning work schedule group to the employee,Checked the work schedule group details in employee master data,Resolved by assigning correct work schedule group to the employee,
TK-00063,9/9/2020,SP_HRM,Error while assigning enterprise structure group to the employee,SP_HRM Error while assigning enterprise structure group to the employee,Checked the enterprise structure group details in employee master data,Resolved by assigning correct enterprise structure group to the employee,
TK-00064,10/9/2020,SP_HRM,Error while assigning cost assignment group to the employee,SP_HRM Error while assigning cost assignment group to the employee,Checked the cost assignment group details in employee master data,Resolved by assigning correct cost assignment group to the employee,
TK-00065,10/9/2020,SP_HRM,Error while assigning position group to the employee,SP_HRM Error while assigning position group to the employee,Checked the position group details in employee master data,Resolved by assigning correct position group to the employee,
TK-00066,10/9/2020,SP_HRM,Error while assigning job group to the employee,SP_HRM Error while assigning job group to the employee,Checked the job group details in employee master data,Resolved by assigning correct job group to the employee,
TK-00067,11/9/2020,SP_HRM,Error while assigning cost center group to the employee,SP_HRM Error while assigning cost center group to the employee,Checked the cost center group details in employee master data,Resolved by assigning correct cost center group to the employee,
